timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
352013894,25.320257,25.320087,15.929156,13.723785,0.0,633.646,0.9548201,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
352519413,25.320257,25.319788,16.312893,14.435713,0.0,635.7702,0.95466834,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
353013045,25.320257,25.315582,13.103451,17.29599,0.0,638.40625,0.9544802,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
353517866,25.320257,25.316406,13.626729,15.401321,0.0,640.4156,0.954337,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
354023502,25.295525,25.317493,18.47578,16.19305,0.0,642.7008,0.9541737,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
354527519,25.320257,25.315928,17.394337,17.26622,0.0,645.24243,0.9539922,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
355033030,25.320257,25.316854,10.347516,15.405233,0.0,647.27954,0.9538468,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
355538761,25.320257,25.318033,15.301222,13.512483,0.0,648.9427,0.9537281,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
356032408,25.320257,25.316519,16.382666,15.179175,0.0,651.1544,0.9535701,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
356537921,25.320257,25.317451,16.766403,15.482634,0.0,653.38135,0.9534113,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
357043494,25.320257,25.318426,8.777679,13.6419,0.0,655.1465,0.95328504,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
357547504,25.320257,25.319006,14.4290905,12.627892,0.0,656.75385,0.9531703,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
358041100,25.320257,25.319437,14.463976,14.244161,0.0,658.8809,0.95301837,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
358546657,25.320257,25.319681,10.835909,13.520994,0.0,660.74023,0.9528855,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
359052265,25.320257,25.319883,6.893876,10.80555,0.0,662.00354,0.9527953,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
359557815,25.320257,25.320019,8.603253,8.503098,0.0,662.93726,0.9527286,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
360051406,25.320257,25.320097,11.3940735,9.847913,0.0,664.4334,0.9526219,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
360557048,25.320257,25.320177,10.452171,9.962642,0.0,665.834,0.9525218,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
361061010,25.320257,25.320185,2.3936784,7.0717764,0.0,666.6043,0.9524667,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
361553853,25.320257,25.320185,4.521679,5.9683146,0.0,667.27795,0.95241845,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
362060115,25.320257,25.320185,4.277482,4.474397,0.0,667.76605,0.9523837,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
362565067,25.320257,25.320185,12.440631,6.7930546,0.0,668.8871,0.9523036,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
