timestamp,load,ram_usage
579854199,0.3331533,0.40114048
580354436,0.30686593,0.39791736
580854254,0.29395902,0.3981157
581354198,0.2891404,0.3981157
581854197,0.2899626,0.39857852
582354198,0.2900794,0.39857852
582854222,0.29193717,0.39857852
583354199,0.2910962,0.39857852
583854197,0.2909106,0.39857852
584354369,0.29011136,0.39857852
584854200,0.29067624,0.39857852
585354199,0.2913646,0.39857852
585854198,0.28627598,0.39857852
586854213,0.29430944,0.39857852
587354198,0.293146,0.39857852
587854312,0.29223984,0.39884296
588354199,0.290994,0.39884296
588854198,0.29036403,0.39884296
589354214,0.292884,0.39884296
589854197,0.29184997,0.39884296
590354199,0.291552,0.39884296
590854199,0.29079401,0.39884296
591354251,0.29284298,0.39884296
591854253,0.29398376,0.39884296
592354200,0.29231286,0.39884296
592854339,0.29243058,0.39884296
593354493,0.29224676,0.39884296
593854231,0.29130483,0.39884296
594354198,0.29157794,0.39884296
594854298,0.29220247,0.39884296
595354198,0.29293168,0.39884296
595854368,0.29321313,0.39884296
596354200,0.29322833,0.39884296
596854322,0.29334056,0.39884296
597354197,0.29224998,0.39884296
597854212,0.29284698,0.39884296
598354822,0.29252994,0.39884296
598854272,0.29109937,0.39884296
599354199,0.2930308,0.39884296
599854297,0.2900607,0.39884296
600354198,0.29270262,0.39884296
600854305,0.2929079,0.39884296
601354221,0.29305273,0.39884296
601854254,0.29416645,0.39884296
602354200,0.2912212,0.39884296
602854248,0.29225415,0.39884296
603354199,0.29207188,0.39884296
603854199,0.2929554,0.39884296
604354197,0.2920426,0.39884296
604854239,0.2928586,0.39884296
605354258,0.29430366,0.39884296
605854198,0.29225707,0.39884296
606354199,0.291362,0.39884296
606854199,0.29278857,0.39884296
607354212,0.291376,0.39884296
607854197,0.29228598,0.39884296
608354197,0.292058,0.39884296
608855051,0.29070324,0.39884296
609354198,0.29029208,0.39884296
609854197,0.29283,0.39884296
610354198,0.29397,0.39884296
610854201,0.2907434,0.39884296
611354401,0.29348004,0.39884296
611854197,0.2915998,0.39884296
612354269,0.29178256,0.39884296
612854200,0.29247552,0.39884296
613354198,0.29247457,0.39884296
613854237,0.29260916,0.39884296
614354247,0.29466695,0.39884296
614854213,0.29199326,0.39884296
615354265,0.29393405,0.39884296
615854286,0.29024637,0.39884296
616354212,0.29295534,0.39884296
616854224,0.28963614,0.39884296
617354226,0.292338,0.39884296
617854357,0.2906196,0.39884296
618354199,0.29126662,0.39884296
618854200,0.29293197,0.39884296
619354292,0.29258102,0.39884296
619854201,0.29222292,0.39884296
620354227,0.2934674,0.39884296
620854301,0.29024994,0.39884296
621354212,0.29264253,0.39884296
621854198,0.28891402,0.39884296
622354197,0.28852397,0.39884296
622854274,0.2899711,0.39884296
623354199,0.28916478,0.39884296
623854198,0.288054,0.39884296
624354925,0.29021263,0.39938843
624854199,0.29445815,0.39938843
625354213,0.29680544,0.39938843
625854210,0.2972954,0.39938843
626354256,0.3007763,0.39938843
626857350,0.34945297,0.39938843
627354199,0.37818658,0.39938843
627854198,0.33539402,0.39938843
628354197,0.33666664,0.39938843
628854197,0.34987527,0.40041322
629354202,0.35697728,0.40041322
629854286,0.3575228,0.40041322
630354198,0.3552543,0.40071073
630854221,0.34768128,0.40071073
631354199,0.385706,0.40071073
631854200,0.38873446,0.40071073
632354197,0.39256555,0.40071073
632854197,0.39451402,0.40071073
633354296,0.39251626,0.40071073
633854200,0.39395,0.40071073
634354200,0.39589798,0.40094215
634854198,0.390876,0.40094215
635354199,0.396204,0.40094215
635854218,0.39468598,0.40094215
636354197,0.39409202,0.40094215
636854560,0.3930866,0.40094215
637354198,0.38377464,0.40094215
637854224,0.393116,0.40094215
638354212,0.39454,0.40094215
638854219,0.3947252,0.40094215
