timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
590928880,23.616392,23.675648,0.0,0.003261589,-1.0,0.10195982,0.8376811,1.0157017,nan,6,3.9459412,3.9459412,3.9459412,3.9459412,3.9459412,3.9459412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
591128877,23.62277,23.649231,0.0,0.0021949562,-1.0,0.10195982,0.82905036,1.0165504,nan,6,3.9415386,3.9415386,3.9415386,3.9415386,3.9415386,3.9415386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
591328878,23.722115,23.65447,0.0,0.0014771426,-1.0,0.10195982,0.83035594,1.0164219,nan,6,3.9424117,3.9424117,3.9424117,3.9424117,3.9424117,3.9424117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
591528877,23.616392,23.657103,0.0,0.0009940746,-1.0,0.10195982,0.8307784,1.0163803,nan,6,3.9428504,3.9428504,3.9428504,3.9428504,3.9428504,3.9428504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
591738878,23.6492,23.65472,0.0,0.0006558665,-1.0,0.10195982,0.82914954,1.0165406,nan,6,3.9424534,3.9424534,3.9424534,3.9424534,3.9424534,3.9424534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
591928949,23.66652,23.65311,0.0,0.00045020704,-1.0,0.10195982,0.82799274,1.0166545,nan,6,3.9421852,3.9421852,3.9421852,3.9421852,3.9421852,3.9421852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
592128900,23.571732,23.647404,0.0,0.00039134483,-1.0,0.10197511,0.82568294,1.016882,nan,6,3.9412339,3.9412339,3.9412339,3.9412339,3.9412339,3.9412339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
592328892,23.540743,23.645744,0.0,0.00026336385,-1.0,0.10197511,0.8248599,1.0169629,nan,6,3.9409573,3.9409573,3.9409573,3.9409573,3.9409573,3.9409573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
592528877,23.644644,23.643404,0.0,0.0001772363,-1.0,0.10197511,0.8235782,1.0170891,nan,6,3.9405673,3.9405673,3.9405673,3.9405673,3.9405673,3.9405673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
592728898,23.556236,23.640644,0.0,0.00011927497,-1.0,0.10197511,0.82216483,1.0172285,nan,6,3.9401073,3.9401073,3.9401073,3.9401073,3.9401073,3.9401073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
